MAG	CUBHE	ConsistencyHE	CPB	FilteredSequences	d	LowerCI	UpperCI
SRR6744828_metabat_1	0.7026112	0.5276476	-0.406603	19	2.472835	2.126371	2.885235
SRR6744828_metabat_2	0.8169354	0.4347682	-0.3925925	21	0.3451775	0.2544166	0.4748043
SRR6744830_metabat_1	0.6497186	0.494299	-0.3929409	73	2.557495	2.187934	3.000027
SRR6744830_metabat_2	
SRR6744834_metabat_1	0.6111748	-0.01190476	-0.376805	7	0.02644502	0.01002478	0.08141939
SRR6744834_metabat_2	0.6082846	0.4523375	-0.3830807	16	2.129379	1.657474	2.760933
SRR6744834_metabat_3	0.7525	0.5499906	-0.3614797	13	2.125306	1.750059	2.595216
SRR6744834_metabat_4	0.6371914	0.477844	-0.3810884	19	2.300812	1.910736	2.784445
SRR6744837_metabat_1	0.623253	0.4855023	-0.3965245	86	2.893917	2.426292	3.467254
SRR6744837_metabat_2	0.7721506	0.476169	-0.3786967	182	0.7407871	0.6001283	0.9203428
SRR6744837_metabat_3	0.6535543	0.5188101	-0.3910899	15	3.450802	2.966192	4.027895
SRR6744838_metabat_1	0.6412961	0.506382	-0.4015314	92	3.258813	2.80344	3.800574
SRR6744838_metabat_2	0.6129297	0.5240914	-0.3897405	56	5.543895	4.602477	6.711553
SRR6744839_metabat_1	0.6242255	0.5013904	-0.3966035	76	3.572211	3.044652	4.206696
SRR6744841_metabat_1	0.6400133	0.5086541	-0.4040322	79	3.404263	2.926691	3.97286
SRR6744841_metabat_2	0.9377923	0.5190243	-0.383603	38	0.3532805	0.2745452	0.4588544
SRR6744841_metabat_3	
SRR6744841_metabat_4	0.8699252	0.3896174	-0.3937918	13	0.1592038	0.1070163	0.2425083
SRR6744841_metabat_5	0.8831262	0.4996081	-0.4676658	16	0.4233556	0.3352448	0.5388987
SRR6744841_metabat_6	0.8795558	0.4606361	-0.3953938	19	0.2925413	0.2208924	0.3919602
SRR6744841_metabat_7	1.186919	0.4322097	-0.4624346	14	0.03893477	0.02565214	0.06066225
SRR6744841_metabat_8	
SRR6744841_metabat_9	0.8507658	0.3689012	-0.3988067	9	0.1485185	0.09657867	0.2348525
SRR6744843_metabat_01	0.565356	0.4791607	-0.415185	52	4.599624	3.690932	5.772707
SRR6744843_metabat_02	0.6358713	0.4948026	-0.413854	35	2.923388	2.492597	3.441261
SRR6744843_metabat_03	0.6252926	0.4728075	-0.406086	48	2.394977	1.962786	2.939224
SRR6744843_metabat_04	0.9248865	0.540645	-0.3921795	14	0.4837064	0.3778268	0.6248203
SRR6744843_metabat_05	0.9483786	0.4130226	-0.3987466	15	0.1222185	0.08397262	0.1816664
SRR6744843_metabat_06	1.076729	0.4622803	-0.3897105	7	0.08860628	0.06206866	0.1289
SRR6744843_metabat_07	0.7436378	0.5553362	-0.3674779	19	2.468434	2.005108	3.058019
SRR6744843_metabat_08	0.6371148	0.5603132	-0.4063701	77	7.501502	5.686196	10.0088
SRR6744843_metabat_09	0.6063841	0.4505671	-0.3864823	22	2.116049	1.639132	2.757997
SRR6744843_metabat_10	0.7235461	0.3192937	-0.360697	12	0.2078473	0.1232575	0.3654192
SRR6744843_metabat_11	0.9039022	0.4102092	-0.3946961	109	0.1557223	0.1076412	0.2299119
SRR6744843_metabat_12	0.5719199	0.4515848	-0.4155804	54	2.929415	2.24177	3.868478
SRR6744843_metabat_13	0.5697003	0.436086	-0.4519919	14	2.42629	1.788773	3.336532
SRR6744844_metabat_1	0.6882793	0.4700034	-0.3676401	38	1.341804	1.097825	1.649648
SRR6744846_metabat_1	0.9738169	0.5094642	-0.3896556	112	0.2525033	0.1918343	0.3360729
SRR6744846_metabat_2	0.6931782	0.584045	-0.39131	74	6.024431	4.329454	8.51986
SRR6744846_metabat_3	0.6417445	0.4732671	-0.3991973	85	2.081087	1.713462	2.541512
SRR6744846_metabat_4	0.5747393	0.4900445	-0.3879307	39	4.913752	4.018808	6.043445
SRR6744849_metabat_01	0.691741	0.274042	-0.4044459	13	0.1669845	0.09114594	0.3237823
SRR6744849_metabat_02	0.6302778	0.4902722	-0.4111637	35	2.894157	2.449549	3.433268
SRR6744849_metabat_03	0.7310148	0.5462587	-0.3936025	13	2.451495	2.03659	2.965699
SRR6744849_metabat_04	0.6760033	0.5401542	-0.4019603	35	3.760718	3.133429	4.535457
SRR6744849_metabat_05	0.6347088	0.4989059	-0.4057716	27	3.126138	2.673972	3.667688
SRR6744849_metabat_06	0.5597598	0.4620674	-0.3951979	21	3.800504	2.951902	4.939098
SRR6744849_metabat_07	0.6416214	0.5583576	-0.3994453	74	6.94074	5.323431	9.143476
SRR6744849_metabat_08	0.6243292	0.4771883	-0.4103538	56	2.561166	2.117003	3.114897
SRR6744849_metabat_09	0.9384498	0.5138943	-0.3760794	40	0.3339747	0.2589959	0.4347634
SRR6744849_metabat_10	
SRR6744849_metabat_11	0.9605841	0.5001768	-0.4241623	23	0.2517406	0.1914835	0.3346248
SRR6744849_metabat_12	1.083658	0.4577224	-0.3989373	12	0.08207165	0.05710937	0.12028
SRR6744849_metabat_13	
SRR6744849_metabat_14	0.6706338	0.5287148	-0.3200591	202	3.371008	2.875638	3.966181
SRR6744849_metabat_15	0.9793439	0.3331303	-0.3962854	22	0.05339127	0.03260195	0.09073371
SRR6744849_metabat_16	
SRR6744849_metabat_17	
SRR6744850_metabat_1	0.7769377	0.4754178	-0.3787068	213	0.7083504	0.5719744	0.8831124
SRR6744851_metabat_1	0.6354753	0.5026016	-0.4148961	96	3.266359	2.800477	3.82281
SRR6744851_metabat_2	0.6397686	0.4897903	-0.3855155	72	2.63548	2.235822	3.118766
SRR6744852_metabat_1	0.947156	0.5270777	-0.3880271	47	0.3594303	0.2782729	0.4687403
SRR6744852_metabat_2	0.6291766	0.50175	-0.4182736	83	3.425449	2.927373	4.022607
SRR6744852_metabat_3	0.6830294	0.5209358	-0.3985244	36	2.700446	2.335813	3.1315
SRR6744852_metabat_4	0.9685283	0.4619508	-0.4034623	9	0.1672968	0.122092	0.2326306
SRR6744852_metabat_5	0.60477	0.4115178	-0.3836833	22	1.311797	0.922843	1.899335
SRR6744855_metabat_1	0.6175314	0.4939472	-0.4121966	89	3.42996	2.898896	4.074982
SRR6744855_metabat_2	0.7139131	0.5644346	-0.317854	157	3.685652	2.891236	4.739074
SRR6744855_metabat_3	1.061872	0.4613703	-0.3836695	42	0.09566795	0.06732245	0.1384696
SRR6744855_metabat_4	
SRR6744857_metabat_1	0.6199179	0.4946247	-0.4153809	94	3.385257	2.866368	4.01414
SRR6744857_metabat_2	0.6942952	0.54776	-0.3230027	253	3.515171	2.888026	4.302605
SRR6744857_metabat_3	0.9835351	0.5075855	-0.4227042	28	0.2327979	0.1758288	0.3118219
SRR6744857_metabat_4	0.6410921	0.5145652	-0.3947626	60	3.660512	3.140187	4.281578
SRR6744857_metabat_5	0.9328862	0.4008583	-0.3940079	27	0.1204682	0.08155797	0.182042
SRR6744857_metabat_6	0.6863274	0.5135231	-0.466751	57	2.373637	2.062123	2.740023
SRR6744857_metabat_7	0.6436913	0.5201087	-0.4081478	137	3.861493	3.298391	4.537001
SRR6744857_metabat_8	1.157343	0.07471264	-0.4143727	30	0.004578952	0.002163496	0.01059347
SRR6744857_metabat_9	0.6298423	0.5615838	-0.3895754	37	8.2685	6.191866	11.17864
SRR6744863_metabat_1	0.6805255	0.4924498	-0.3982347	34	1.898289	1.623732	2.227119
SRR6744864_metabat_1	0.615886	0.5012888	-0.4201144	90	3.863481	3.277034	4.572785
SRR6744864_metabat_2	0.632284	0.476597	-0.3964727	48	2.36496	1.956895	2.873055
SRR6744864_metabat_3	0.6734308	0.5409603	-0.4060822	29	3.899166	3.23809	4.7188
SRR6744864_metabat_4	0.9627227	0.5069421	-0.3960392	134	0.265032	0.2022346	0.3510845
SRR6744864_metabat_5	1.033768	0.507172	-0.4158476	20	0.168795	0.1243916	0.2322255
SRR6744864_metabat_6	0.9595466	0.1504065	-0.3852135	15	0.01603296	0.007881789	0.03530714
SRR6744864_metabat_7	0.6552719	0.4435359	-0.3164101	155	1.276711	0.9809939	1.678602
SRR6744864_metabat_8	0.6363831	0.5717403	-0.396371	28	9.056194	6.537832	12.74368
SRR6744867_metabat_1	0.6725772	0.5262093	-0.3958175	25	3.196915	2.740467	3.742207
SRR6744867_metabat_2	0.6168398	0.4720691	-0.3865224	18	2.559789	2.089174	3.155322
SRR6744867_metabat_3	0.6611993	0.5137223	-0.3952186	18	2.99388	2.590326	3.470792
SRR6744869_metabat_1	0.6230498	0.5530744	-0.395998	93	7.775954	5.980898	10.21258
SRR6744869_metabat_2	0.633141	0.464327	-0.4028601	52	1.998952	1.610785	2.497585
SRR6744869_metabat_3	0.913367	0.502246	-0.4000011	127	0.3525159	0.2752232	0.4555874
SRR6744869_metabat_4	0.621028	0.4788956	-0.3865647	16	2.700669	2.237101	3.277141
SRR6744869_metabat_5	0.751485	0.5463928	-0.3557252	12	2.046383	1.698775	2.47756
SRR6744869_metabat_6	0.9681791	0.5171455	-0.4125967	79	0.2823983	0.2158396	0.3734272
SRR6744869_metabat_7	0.9608388	0.3777291	-0.4809863	13	0.0843336	0.05490076	0.1331909
SRR6744869_metabat_8	0.9079643	0.4862786	-0.4650818	11	0.3115992	0.2403624	0.4079645
SRR6744869_metabat_9	0.9503715	0.03333333	-0.4065557	43	0.008045085	0.003545494	0.02032774
SRR6744870_metabat_01	0.6731975	0.5122139	-0.405485	49	2.626773	2.279735	3.035421
SRR6744870_metabat_02	0.6314099	0.4775217	-0.3922768	32	2.413027	1.999894	2.926459
SRR6744870_metabat_03	0.9057204	0.539774	-0.383771	24	0.5505607	0.4344417	0.7034685
SRR6744870_metabat_04	0.937684	0.48184	-0.4027528	21	0.2450287	0.1854182	0.3275297
SRR6744870_metabat_05	0.6378943	0.5137934	-0.396893	49	3.733333	3.19912	4.371799
SRR6744870_metabat_06	0.6331643	0.5551402	-0.4079079	70	7.21623	5.560872	9.458191
SRR6744870_metabat_07	0.6990854	0.5266513	-0.3210089	72	2.519277	2.168765	2.935943
SRR6744870_metabat_08	0.6041465	0.5217299	-0.3304097	81	5.850887	4.840014	7.109964
SRR6744870_metabat_09	0.7354995	0.5335825	-0.3252508	85	1.99485	1.697998	2.352419
SRR6744870_metabat_10	0.9295935	0.5177515	-0.4250815	23	0.3689932	0.2879241	0.4771736
SRR6744870_metabat_11	1.058546	0.3640329	-0.4162289	31	0.04484188	0.02825325	0.07350653
SRR6744870_metabat_12	0.7192761	0.5174923	-0.398635	14	1.868439	1.617291	2.165091
SRR6744870_metabat_13	0.7787808	0.5183739	-0.4043107	13	1.146678	0.9715616	1.358751
SRR6744870_metabat_14	0.7534475	0.4888629	-0.4061653	35	0.9910424	0.8270254	1.193243
SRR6744871_metabat_01	0.9432879	0.5316275	-0.393285	33	0.3867025	0.2999498	0.5032888
SRR6744871_metabat_02	0.5634976	0.4755945	-0.4103838	53	4.448253	3.546556	5.621191
SRR6744871_metabat_03	0.5146803	0.4325993	-0.4270439	65	3.860365	2.72837	5.560762
SRR6744871_metabat_04	0.6344109	0.4964777	-0.4102923	33	3.031942	2.588016	3.564916
SRR6744871_metabat_05	0.9590646	0.4578347	-0.3978686	13	0.1708447	0.1245128	0.2379162
SRR6744871_metabat_06	0.6332798	0.5497724	-0.4109714	71	6.635297	5.215616	8.51335
SRR6744871_metabat_07	0.7272651	0.5431796	-0.3215505	141	2.43407	2.036242	2.923098
SRR6744871_metabat_08	0.5965668	0.5366014	-0.4286213	176	7.959481	6.299521	10.13764
SRR6744871_metabat_09	0.6852207	0.5867156	-0.4054547	90	6.812741	4.810205	9.824422
SRR6744871_metabat_10	0.6390566	0.4989432	-0.4006819	103	3.003611	2.573502	3.517732
SRR6744871_metabat_11	0.7235768	0.5334239	-0.4102761	6	2.211727	1.885337	2.60421
SRR6744871_metabat_12	0.6790594	0.5321852	-0.47716	38	3.267584	2.77681	3.859868
SRR6744871_metabat_13	0.6602769	0.5333948	-0.3269548	65	3.975065	3.343284	4.746804
SRR6744871_metabat_14	1.023333	0.4746327	-0.4189875	14	0.1343322	0.09716884	0.188619
SRR6744871_metabat_15	0.5977796	0.5192263	-0.4141023	47	6.013142	4.965304	7.321017
SRR6744871_metabat_16	0.8799366	0.5132671	-0.4182454	23	0.499896	0.400254	0.6288651
SRR6744871_metabat_17	0.9050885	0.4839675	-0.4237939	17	0.3104838	0.2392204	0.4070199
SRR6744871_metabat_18	0.5168713	0.4313379	-0.4261961	61	3.71317	2.621501	5.355137
SRR6744871_metabat_19	
SRR6744871_metabat_20	0.6384369	0.5118742	-0.4009484	56	3.614933	3.102146	4.226756
SRR6744871_metabat_21	0.5031675	0.4366976	-0.389406	115	4.580272	3.234646	6.603477
SRR6744871_metabat_22	0.6975237	0.5190616	-0.3850593	39	2.310033	2.002941	2.672044
SRR6744871_metabat_23	0.699627	0.5237938	-0.4197213	41	2.413365	2.084549	2.802718
SRR6744871_metabat_24	0.5572773	0.429668	-0.3862736	157	2.491984	1.798111	3.508591
SRR6744873_metabat_1	0.61797	0.4790215	-0.4065741	67	2.782191	2.30261	3.379188
SRR6744873_metabat_2	0.9966465	0.5353704	-0.3935528	39	0.2794254	0.2108244	0.3747034
SRR6744873_metabat_3	0.7703259	0.511819	-0.3734968	22	1.135485	0.9642271	1.342346
SRR6744874_metabat_1	0.6330874	0.5006463	-0.3964174	87	3.251192	2.78206	3.812797
SRR6744876_metabat_01	0.7292986	0.5422326	-0.4041509	21	2.360114	1.978565	2.827967
SRR6744876_metabat_02	0.6485008	0.5120981	-0.4246928	90	3.296544	2.841643	3.836467
SRR6744876_metabat_03	0.6756891	0.4990468	-0.3938769	78	2.157333	1.861146	2.508545
SRR6744876_metabat_04	0.6376249	0.552508	-0.4039745	76	6.613889	5.167558	8.540909
SRR6744876_metabat_05	1.005086	0.5031459	-0.4304208	34	0.1945529	0.1450396	0.2643119
SRR6744876_metabat_06	0.620832	0.4986873	-0.4029786	15	3.552129	3.018164	4.19665
SRR6744876_metabat_07	0.7295926	0.3122991	-0.4268862	22	0.1874305	0.1099112	0.3338666
SRR6744876_metabat_08	0.9597541	0.4742876	-0.4061832	46	0.1979951	0.1471109	0.269974
SRR6744876_metabat_09	0.776318	0.6120946	-0.4004045	63	3.97543	2.667374	6.068083
SRR6744876_metabat_10	1.003964	0.4987144	-0.4030292	19	0.1880385	0.1398784	0.256068
SRR6744876_metabat_11	0.6601783	0.5090667	-0.470653	43	2.836368	2.455784	3.285764
SRR6744876_metabat_12	1.069438	0.4141717	-0.3914518	5	0.06241746	0.04166386	0.09582941
SRR6744876_metabat_13	0.935513	0.3982849	-0.4254532	23	0.1160059	0.07818944	0.1761724
SRR6744876_metabat_14	1.049089	0.3388278	-0.3867683	4	0.03896002	0.02382981	0.06608096
SRR6744876_metabat_15	0.9169244	0.3888051	-0.3996396	22	0.1191896	0.07943848	0.1833051
SRR6744876_metabat_16	0.6108416	0.5296054	-0.4099776	72	6.153167	5.037353	7.560066
SRR6744876_metabat_17	0.6499592	0.4964422	-0.3974197	76	2.626327	2.252395	3.072798
SRR6744876_metabat_18	0.5797085	0.4863051	-0.3802136	185	4.430078	3.625902	5.444312
SRR6744876_metabat_19	0.677461	0.5520825	-0.3965056	53	4.397304	3.538263	5.502709
SRR6744879_metabat_1	0.6343106	0.4980354	-0.3987174	62	3.100408	2.649828	3.640567
SRR6744880_metabat_1	0.7636693	0.4788042	-0.3869365	140	0.8145037	0.665256	1.003201
SRR6744880_metabat_2	0.9400483	0.2893013	-0.3923467	70	0.04679626	0.02697022	0.08507
SRR6744881_metabat_1	1.060797	0.4310393	-0.3886533	11	0.07490001	0.05108301	0.1122534
SRR6744881_metabat_2	0.9029759	0.5390908	-0.3944912	18	0.5575989	0.4407614	0.7111365
SRR6744881_metabat_3	1.117484	0.4561397	-0.3847956	4	0.06726002	0.04619752	0.1000115
SRR6744881_metabat_4	0.7233326	0.5138053	-0.3589402	92	1.721394	1.488947	1.996186
SRR6744882_metabat_01	0.698874	0.5226869	-0.4045008	14	2.394346	2.070328	2.777541
SRR6744882_metabat_02	0.7211436	0.5304849	-0.3861937	12	2.174696	1.862144	2.548565
SRR6744882_metabat_03	0.6212816	0.4715143	-0.3948086	30	2.440798	1.992588	3.0078
SRR6744882_metabat_04	0.6467967	0.5194348	-0.3906082	55	3.712534	3.178952	4.350796
SRR6744882_metabat_05	0.6358125	0.553301	-0.4095893	68	6.822346	5.306458	8.852866
SRR6744882_metabat_06	0.7047485	0.5130907	-0.382528	19	2.004207	1.739702	2.315612
SRR6744882_metabat_07	0.5519436	0.517958	-0.3914107	16	9.577226	7.512921	12.31457
SRR6744882_metabat_08	0.9219306	0.5200179	-0.4477908	60	0.3982868	0.3122742	0.5124139
SRR6744882_metabat_09	0.9460944	0.5093593	-0.3998465	31	0.3031306	0.233625	0.3972518
SRR6744882_metabat_10	
SRR6744882_metabat_11	0.8605036	0.4645255	-0.3780339	30	0.3459148	0.2648296	0.4565897
SRR6744882_metabat_12	1.184624	0.3207442	-0.4031944	26	0.01801617	0.01066322	0.03174629
SRR6744882_metabat_13	0.8833359	0.5114624	-0.3794655	92	0.4785945	0.3821288	0.6038651
SRR6744882_metabat_14	0.7346768	0.4483686	-0.4759442	30	0.7212156	0.5575032	0.9421251
SRR6744882_metabat_15	0.5565571	0.2887485	-0.3421421	77	0.4730277	0.252288	0.9430426
SRR6744885_metabat_01	0.9645502	0.5351079	-0.3875107	26	0.3459955	0.2653031	0.4559307
SRR6744885_metabat_02	0.6731421	0.5033038	-0.4519837	39	2.333848	2.020639	2.7037
SRR6744885_metabat_03	0.6564926	0.5166735	-0.3907698	244	3.258176	2.809453	3.790572
SRR6744885_metabat_04	0.9864235	0.4516345	-0.3940129	18	0.1367658	0.09790235	0.194253
SRR6744885_metabat_05	1.080106	0.3490657	-0.4659682	16	0.03598144	0.02220489	0.06040499
SRR6744885_metabat_06	0.9690388	0.4626158	-0.3945105	10	0.1677833	0.1225195	0.2331559
SRR6744885_metabat_07	0.6959665	0.5166633	-0.4093229	48	2.269528	1.970156	2.621949
SRR6744885_metabat_08	0.9397897	0.5210405	-0.4736998	22	0.3556549	0.2762276	0.4622313
SRR6744885_metabat_09	0.6776877	0.4783945	-0.476946	8	1.627333	1.357077	1.960775
SRR6744885_metabat_10	0.6807382	0.5075024	-0.4031252	327	2.304675	2.000569	2.662692
SRR6744885_metabat_11	0.6060003	0.5173745	-0.4101504	54	5.379665	4.489023	6.47774
SRR6744886_metabat_1	0.4849939	0.4074624	-0.4384454	52	3.596978	2.350379	5.656841
SRR6744886_metabat_2	0.4997536	0.3960378	-0.3971482	23	2.67835	1.725458	4.280521
SRR6744886_metabat_3	0.6935668	0.5070259	-0.3576891	135	2.044003	1.773355	2.362827
SRR6744886_metabat_4	0.7737383	0.5280628	-0.3861431	29	1.343534	1.13782	1.592798
SRR6744886_metabat_5	0.6936646	0.5075733	-0.3838199	42	2.056804	1.784919	2.376989
SRR6744886_metabat_6	0.7597377	0.6689128	-0.404794	144	11.2826	5.660129	24.23298
SRR6744886_metabat_7	0.6071783	0.5456277	-0.5130706	25	8.192272	6.368812	10.63623
SRR6744886_metabat_8	0.6407208	0.4827432	-0.3885268	72	2.378303	1.99508	2.847858
SRR6744886_metabat_9	0.5624628	0.4551564	-0.3845048	207	3.361541	2.57878	4.42738
SRR6744888_metabat_1	0.6396465	0.5025822	-0.400433	87	3.14029	2.697014	3.668679
SRR6744892_metabat_1	0.6311676	0.5001654	-0.3999686	90	3.288403	2.81076	3.860944
SRR6744893_metabat_1	0.9585976	0.5329805	-0.391249	58	0.3527344	0.2713864	0.4631183
SRR6744893_metabat_2	0.9811416	0.4648556	-0.3958801	10	0.1589404	0.1158004	0.2214148
SRR6744893_metabat_3	0.64308	0.5086542	-0.4029634	72	3.307182	2.847061	3.854141
SRR6744893_metabat_4	0.6512339	0.5174194	-0.3921089	48	3.459631	2.974924	4.03658
SRR6744893_metabat_5	0.6664176	0.4637311	-0.4620066	43	1.490811	1.203573	1.858977
SRR6744893_metabat_6	0.6168236	0.5442034	-0.391109	63	7.232441	5.706822	9.241501
SRR6744895_metabat_1	0.6268684	0.4922903	-0.4010791	83	3.07079	2.602108	3.638312
SRR6744904_metabat_1	1.002796	0.5264716	-0.4165691	68	0.2461518	0.1851908	0.3311077
SRR6744904_metabat_2	1.008315	0.5445304	-0.3853104	21	0.2828597	0.2117304	0.3825884
SRR6744904_metabat_3	1.023516	0.4327489	-0.3933308	22	0.09359349	0.06467489	0.1382323
SRR6744904_metabat_4	0.7021586	0.3715583	-0.4728806	31	0.4006681	0.2618208	0.6300849
SRR6744904_metabat_5	0.6749157	0.5050544	-0.4027921	92	2.350815	2.037754	2.719977
SRR6744904_metabat_6	0.6042303	0.513529	-0.3982242	43	5.172704	4.329839	6.208071
SRR6744905_metabat_1	0.942944	0.5294056	-0.395169	33	0.3789118	0.294009	0.492965
SRR6744905_metabat_2	0.6191126	0.4982158	-0.4225331	95	3.586919	3.04404	4.24313
SRR6744905_metabat_3	0.9680764	0.4597069	-0.3996337	8	0.1643755	0.1196562	0.2292048
SRR6744906_metabat_01	0.9246764	0.5429847	-0.3934729	19	0.4965999	0.38748	0.6422187
SRR6744906_metabat_02	0.9687836	0.4619508	-0.3952601	20	0.1670333	0.1218873	0.2322902
SRR6744906_metabat_03	0.6227503	0.4752868	-0.4067521	57	2.532858	2.084759	3.094281
SRR6744906_metabat_04	0.6707625	0.5131303	-0.4682568	41	2.71922	2.358527	3.144251
SRR6744906_metabat_05	
SRR6744906_metabat_06	0.6558772	0.5344384	-0.3995109	34	4.210832	3.52454	5.053912
SRR6744906_metabat_07	0.7066387	0.5487275	-0.3204484	229	3.171385	2.608138	3.877772
SRR6744906_metabat_08	0.6394525	0.5206957	-0.3914623	69	4.056606	3.454025	4.782173
SRR6744906_metabat_09	
SRR6744906_metabat_10	0.6363414	0.545669	-0.402542	65	6.039735	4.827446	7.612061
SRR6744906_metabat_11	1.05121	0.03333333	-0.3925731	14	0.005424543	0.002440102	0.01335265
SRR6744906_metabat_12	0.9847623	0.4346431	-0.4822642	32	0.1190177	0.08342785	0.1730123
SRR6744906_metabat_13	0.5756822	0.4885722	-0.4076172	55	4.764059	3.895004	5.861527
SRR6744907_metabat_1	0.9516126	0.4708027	-0.389923	108	0.2017951	0.1498715	0.2752811
SRR6744907_metabat_2	0.7432881	0.4671334	-0.3792802	92	0.8347337	0.670898	1.04584
SRR6744908_metabat_1	0.8382395	0.4945985	-0.3954063	161	0.5540538	0.447219	0.6910191
SRR6744910_metabat_1	0.6368522	0.4745782	-0.4005627	49	2.210761	1.823638	2.694541
SRR6744910_metabat_2	0.6055945	0.4472788	-0.3812611	12	2.041656	1.56859	2.684655
SRR6744910_metabat_3	0.7532128	0.5493123	-0.3673102	12	2.093384	1.726406	2.552117
SRR6744910_metabat_4	0.6305575	0.5358451	-0.3856978	36	5.527315	4.530174	6.782892
SRR6744910_metabat_5	0.5827586	0.3462387	-0.3370167	220	0.7284701	0.438908	1.257305
SRR6744911_metabat_1	0.8841985	0.2604012	-0.3886108	54	0.05011731	0.02770243	0.09572711
SRR6744919_metabat_1	0.953962	0.4227731	-0.3966775	47	0.1287587	0.08960081	0.188692
SRR6744919_metabat_2	0.9339157	0.5083153	-0.3914813	91	0.3256981	0.2525035	0.4241225
SRR6744919_metabat_3	0.6351303	0.4999075	-0.3893669	62	3.157131	2.702747	3.700803
SRR6744919_metabat_4	0.6469189	0.497996	-0.3901928	62	2.757543	2.36671	3.223785
SRR6744923_metabat_01	0.9512652	0.5281072	-0.3933645	30	0.3530884	0.2727772	0.4615344
SRR6744923_metabat_02	0.9485964	0.5343894	-0.470333	28	0.3833975	0.2964421	0.5006982
SRR6744923_metabat_03	0.9815553	0.4818712	-0.3984337	19	0.1851975	0.1373369	0.2530558
SRR6744923_metabat_04	1.165159	0.4527552	-0.4503015	21	0.05082345	0.03427658	0.07713022
SRR6744923_metabat_05	0.6402962	0.5085832	-0.4012749	79	3.391817	2.916397	3.957761
SRR6744923_metabat_06	0.732923	0.5353789	-0.4778824	83	2.088655	1.773511	2.469341
SRR6744923_metabat_07	0.7051953	0.5264146	-0.3906953	338	2.376666	2.047016	2.768305
SRR6744923_metabat_08	0.6516351	0.5573988	-0.4049755	72	6.165226	4.785854	8.017234
SRR6744923_metabat_09	0.659276	0.5205468	-0.3987225	64	3.349235	2.880019	3.907741
SRR6744923_metabat_10	0.6719765	0.5843282	-0.3941668	103	7.54533	5.325485	10.88532
SRR6744923_metabat_11	0.6715492	0.5371674	-0.4713053	96	3.76251	3.152852	4.510456
SRR6744923_metabat_12	0.4793609	0.3905062	-0.3635058	185	2.99789	1.879133	4.943416
SRR6744929_metabat_01	0.6887067	0.4811324	-0.4614149	20	1.533775	1.28494	1.839139
SRR6744929_metabat_02	1.004935	0.4125319	-0.4040553	12	0.08782801	0.05946565	0.1327053
SRR6744929_metabat_03	0.6890288	0.4797013	-0.4679719	15	1.502632	1.255179	1.807342
SRR6744929_metabat_04	0.6257407	0.4991842	-0.4216868	87	3.414201	2.909167	4.021793
SRR6744929_metabat_05	1.101157	0.4567564	-0.3968505	6	0.07390197	0.05106883	0.1091463
SRR6744929_metabat_06	0.7147456	0.5464743	-0.3195697	252	2.851937	2.363874	3.458424
SRR6744929_metabat_07	0.971852	0.4734212	-0.398468	36	0.1820308	0.1344107	0.2498956
SRR6744929_metabat_08	0.9044289	0.5537406	-0.4020468	12	0.6472199	0.5054968	0.8361282
SRR6744929_metabat_09	
SRR6744929_metabat_10	0.6704592	0.579257	-0.4065608	64	7.086168	5.108361	9.987105
SRR6744929_metabat_11	0.9286123	0.5404107	-0.4045273	7	0.4698114	0.3663195	0.6080351
SRR6744929_metabat_12	0.9225726	0.4434525	-0.4195247	5	0.1879234	0.1360825	0.2635514
SRR6744929_metabat_13	0.9375911	0.3023913	-0.4265643	10	0.05239936	0.03073109	0.0933254
SRR6744929_metabat_14	0.5140465	0.4074264	-0.4303203	67	2.740362	1.829417	4.206714
SRR6744929_metabat_15	
SRR6744932_metabat_1	0.7270099	0.5112617	-0.3875259	137	1.615516	1.395117	1.876555
SRR6744933_metabat_01	0.6461068	0.4996344	-0.3984916	54	2.840625	2.440777	3.31699
SRR6744933_metabat_02	0.6642966	0.5150485	-0.4541009	31	2.962341	2.56358	3.433474
SRR6744933_metabat_03	0.9223692	0.4875924	-0.3984096	22	0.2866222	0.2198308	0.3775922
SRR6744933_metabat_04	0.6436667	0.5518067	-0.3982959	95	6.147657	4.84001	7.874246
SRR6744933_metabat_05	0.6803105	0.5160956	-0.4164081	33	2.593761	2.25044	2.998167
SRR6744933_metabat_06	0.6139902	0.524393	-0.3346531	91	5.509446	4.575437	6.667453
SRR6744933_metabat_07	0.9503903	0.5391021	-0.4576518	20	0.3974031	0.3066115	0.5201918
SRR6744933_metabat_08	0.9834887	0.4173373	-0.4656629	9	0.1033419	0.07080694	0.1540831
SRR6744933_metabat_09	0.7330301	0.4682082	-0.3172098	55	0.9155164	0.7396242	1.140785
SRR6744933_metabat_10	1.16427	0.4257131	-0.3862613	8	0.04158946	0.02740941	0.06477643
SRR6744933_metabat_11	0.9449513	0.5361368	-0.393781	23	0.4003728	0.3100321	0.5220232
SRR6744933_metabat_12	0.7351558	0.5456467	-0.3198828	129	2.342758	1.949267	2.829538
SRR6744933_metabat_13	0.5661179	0.5287037	-0.3905221	15	9.754215	7.608409	12.61886
SRR6744933_metabat_14	0.712877	0.4426131	-0.4707262	9	0.798489	0.6112056	1.054171
SRR6744933_metabat_15	0.6063911	0.5213931	-0.4061283	75	5.689776	4.719425	6.894566
