,sample,ARG,AMR_category,MGE_prediction
SRR6744876_6,SRR6744876,OTRC,tetracycline,chromosome
SRR6744876_7,SRR6744876,TETQ,tetracycline,unclassified
SRR6744876_8,SRR6744876,MEFA,MLS,chromosome
SRR6744876_9,SRR6744876,MEL,multidrug,chromosome
SRR6744876_10,SRR6744876,TETM,tetracycline,chromosome
SRR6744876_11,SRR6744876,UGD,peptide,chromosome
SRR6744876_12,SRR6744876,UGD,peptide,plasmid
SRR6744876_13,SRR6744876,APH(6)-ID,aminoglycoside,chromosome
SRR6744876_14,SRR6744876,TET32,tetracycline,chromosome
SRR6744876_15,SRR6744876,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744876_16,SRR6744876,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744876_17,SRR6744876,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744876_18,SRR6744876,IMP-9,beta-lactam,chromosome
SRR6744876_19,SRR6744876,AAC(3)-IID,aminoglycoside,chromosome
SRR6744876_20,SRR6744876,VANU,glycopeptide,chromosome
SRR6744876_21,SRR6744876,APH(3')-IB,aminoglycoside,unclassified
SRR6744876_22,SRR6744876,MUXC,multidrug,unclassified
SRR6744876_23,SRR6744876,MSRE,multidrug,chromosome
SRR6744876_24,SRR6744876,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744876_25,SRR6744876,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744876_26,SRR6744876,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744876_27,SRR6744876,EFRB,multidrug,chromosome
SRR6744876_28,SRR6744876,RPOB2,multidrug,chromosome
SRR6744876_29,SRR6744876,ACRD,aminoglycoside,chromosome
SRR6744879_1,SRR6744879,RPOB2,multidrug,chromosome
SRR6744879_2,SRR6744879,VANU,glycopeptide,plasmid
SRR6744880_1,SRR6744880,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,unclassified
SRR6744880_2,SRR6744880,RPOB2,multidrug,chromosome
SRR6744880_3,SRR6744880,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744881_1,SRR6744881,MEXA,multidrug,chromosome
SRR6744881_2,SRR6744881,MSI-1,beta-lactam,unclassified
SRR6744881_3,SRR6744881,MEXT,multidrug,unclassified
SRR6744881_4,SRR6744881,LRA-17,beta-lactam,unclassified
SRR6744881_5,SRR6744881,ACINETOBACTER BAUMANNII ABAQ,fluoroquinolone,unclassified
SRR6744881_6,SRR6744881,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744881_7,SRR6744881,OPRM,multidrug,unclassified
SRR6744881_8,SRR6744881,TRIC,triclosan,chromosome
SRR6744882_1,SRR6744882,TETO,tetracycline,plasmid
SRR6744882_2,SRR6744882,EDEQ,polyamine:peptide,unclassified
SRR6744882_3,SRR6744882,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744882_4,SRR6744882,OMPR,beta-lactam,chromosome
SRR6744882_5,SRR6744882,MSRE,multidrug,chromosome
SRR6744882_6,SRR6744882,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744882_7,SRR6744882,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744882_8,SRR6744882,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744882_9,SRR6744882,MEL,multidrug,chromosome
SRR6744882_10,SRR6744882,MEFA,MLS,chromosome
SRR6744882_11,SRR6744882,GES-6,beta-lactam,unclassified
SRR6744882_12,SRR6744882,POXTA,multidrug,unclassified
SRR6744882_13,SRR6744882,RPOB2,multidrug,chromosome
SRR6744882_14,SRR6744882,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744882_15,SRR6744882,EPTA,peptide,plasmid
SRR6744882_16,SRR6744882,TETQ,tetracycline,phage
SRR6744882_17,SRR6744882,VANU,glycopeptide,chromosome
SRR6744882_18,SRR6744882,ERMB,MLS,plasmid
SRR6744882_19,SRR6744882,ACINETOBACTER BAUMANNII ABAF,fosfomycin,unclassified
SRR6744882_20,SRR6744882,EFRB,multidrug,chromosome
SRR6744882_21,SRR6744882,RPOB2,multidrug,chromosome
SRR6744882_22,SRR6744882,ARMA,aminoglycoside,unclassified
SRR6744882_23,SRR6744882,AADS,aminoglycoside,phage
SRR6744882_24,SRR6744882,TETX,tetracycline,phage
SRR6744882_25,SRR6744882,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744882_26,SRR6744882,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744882_27,SRR6744882,TETM,tetracycline,plasmid
SRR6744882_28,SRR6744882,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744882_29,SRR6744882,TET32,tetracycline,unclassified
SRR6744882_30,SRR6744882,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744882_31,SRR6744882,RPOB2,multidrug,chromosome
SRR6744882_32,SRR6744882,TET32,tetracycline,phage
SRR6744885_1,SRR6744885,TET(B),tetracycline,chromosome
SRR6744885_2,SRR6744885,EFRB,multidrug,chromosome
SRR6744885_3,SRR6744885,IMP-9,beta-lactam,chromosome
SRR6744885_4,SRR6744885,UGD,peptide,ambiguous (phage/chromosome)
SRR6744885_5,SRR6744885,SHV-127,beta-lactam,chromosome
SRR6744885_6,SRR6744885,CFXA3,beta-lactam,plasmid
SRR6744885_7,SRR6744885,UGD,peptide,phage
SRR6744885_8,SRR6744885,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744885_9,SRR6744885,ROSA,peptide,phage
SRR6744885_10,SRR6744885,ERMF,MLS,unclassified
SRR6744885_11,SRR6744885,TETQ,tetracycline,unclassified
SRR6744885_12,SRR6744885,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744885_13,SRR6744885,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744885_14,SRR6744885,MSRE,multidrug,chromosome
SRR6744885_15,SRR6744885,RPOB2,multidrug,chromosome
SRR6744885_16,SRR6744885,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744885_17,SRR6744885,MEL,multidrug,phage
SRR6744885_18,SRR6744885,MEFA,MLS,phage
SRR6744885_19,SRR6744885,QACG,multidrug,chromosome
SRR6744886_1,SRR6744886,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744886_2,SRR6744886,VANU,glycopeptide,phage
SRR6744886_3,SRR6744886,CFXA3,beta-lactam,ambiguous (phage/chromosome)
SRR6744886_4,SRR6744886,ERMO-SRMA,MLS,phage
SRR6744886_5,SRR6744886,ROSB,peptide,unclassified
SRR6744886_6,SRR6744886,UGD,peptide,unclassified
SRR6744886_7,SRR6744886,MEFA,MLS,unclassified
SRR6744886_8,SRR6744886,MEL,multidrug,unclassified
SRR6744886_9,SRR6744886,RPOB2,multidrug,chromosome
SRR6744886_10,SRR6744886,UGD,peptide,chromosome
SRR6744886_11,SRR6744886,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744886_12,SRR6744886,ERMF,MLS,unclassified
SRR6744886_13,SRR6744886,MSRE,multidrug,unclassified
SRR6744886_14,SRR6744886,ACRB,multidrug,ambiguous (phage/chromosome)
SRR6744886_15,SRR6744886,TETQ,tetracycline,plasmid
SRR6744886_16,SRR6744886,UGD,peptide,unclassified
SRR6744886_17,SRR6744886,OCH-2,beta-lactam,unclassified
SRR6744887_1,SRR6744887,POXTA,multidrug,chromosome
SRR6744888_1,SRR6744888,RPOB2,multidrug,chromosome
SRR6744888_2,SRR6744888,VANU,glycopeptide,chromosome
SRR6744888_3,SRR6744888,ERMF,MLS,unclassified
SRR6744888_4,SRR6744888,LSAC,multidrug,plasmid
SRR6744888_5,SRR6744888,ERMB,MLS,unclassified
SRR6744888_6,SRR6744888,TETM,tetracycline,unclassified
SRR6744888_7,SRR6744888,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744888_8,SRR6744888,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744888_9,SRR6744888,MSI-1,beta-lactam,unclassified
SRR6744888_10,SRR6744888,CFXA3,beta-lactam,plasmid
SRR6744892_1,SRR6744892,VANU,glycopeptide,unclassified
SRR6744892_2,SRR6744892,TETM,tetracycline,plasmid
SRR6744892_3,SRR6744892,TETM,tetracycline,plasmid
SRR6744892_4,SRR6744892,ERMB,MLS,plasmid
SRR6744892_5,SRR6744892,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744892_6,SRR6744892,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744892_7,SRR6744892,GOB-7,beta-lactam,ambiguous (plasmid/phage)
SRR6744892_8,SRR6744892,ERMB,MLS,unclassified
SRR6744892_9,SRR6744892,CATQ,phenicol,phage
SRR6744892_10,SRR6744892,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744893_1,SRR6744893,CHRB,MLS,chromosome
SRR6744893_2,SRR6744893,RPOB2,multidrug,chromosome
SRR6744893_3,SRR6744893,CFXA2,beta-lactam,plasmid
SRR6744893_4,SRR6744893,TETQ,tetracycline,unclassified
SRR6744893_5,SRR6744893,MSRE,multidrug,chromosome
SRR6744893_6,SRR6744893,TET(C),tetracycline,phage
SRR6744893_7,SRR6744893,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744893_8,SRR6744893,SHV-43,beta-lactam,unclassified
SRR6744893_9,SRR6744893,TET(Z),tetracycline,phage
SRR6744893_10,SRR6744893,RPOB2,multidrug,chromosome
SRR6744893_11,SRR6744893,TETO,tetracycline,plasmid
SRR6744893_12,SRR6744893,CFXA2,beta-lactam,unclassified
SRR6744893_13,SRR6744893,RGT1438,rifamycin,unclassified
SRR6744893_14,SRR6744893,TET32,tetracycline,plasmid
SRR6744893_15,SRR6744893,TETM,tetracycline,chromosome
SRR6744893_16,SRR6744893,RPOB2,multidrug,chromosome
SRR6744893_17,SRR6744893,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744893_18,SRR6744893,TETQ,tetracycline,plasmid
SRR6744893_19,SRR6744893,IMP-9,beta-lactam,chromosome
SRR6744895_1,SRR6744895,RPOB2,multidrug,chromosome
SRR6744895_2,SRR6744895,VANU,glycopeptide,plasmid
SRR6744895_3,SRR6744895,QNRS11,fluoroquinolone,chromosome
SRR6744895_4,SRR6744895,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744899_1,SRR6744899,TETM,tetracycline,unclassified
SRR6744904_1,SRR6744904,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744904_2,SRR6744904,TET(W/N/W),tetracycline,unclassified
SRR6744904_3,SRR6744904,TETQ,tetracycline,plasmid
SRR6744904_4,SRR6744904,TETQ,tetracycline,unclassified
SRR6744904_5,SRR6744904,MSRE,multidrug,unclassified
SRR6744904_6,SRR6744904,TETO,tetracycline,ambiguous (plasmid/phage)
SRR6744904_7,SRR6744904,VANRF,glycopeptide,chromosome
SRR6744904_8,SRR6744904,SMEB,multidrug,unclassified
SRR6744904_9,SRR6744904,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744904_10,SRR6744904,AAC(6')-IID,aminoglycoside,phage
SRR6744904_11,SRR6744904,TETO,tetracycline,unclassified
SRR6744904_12,SRR6744904,CMLA1,phenicol,plasmid
SRR6744904_13,SRR6744904,IMP-9,beta-lactam,chromosome
SRR6744905_1,SRR6744905,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744905_2,SRR6744905,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744905_3,SRR6744905,OPRA,multidrug,chromosome
SRR6744905_4,SRR6744905,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744905_5,SRR6744905,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744905_6,SRR6744905,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744906_1,SRR6744906,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744906_2,SRR6744906,TET(W/N/W),tetracycline,unclassified
SRR6744906_3,SRR6744906,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744906_4,SRR6744906,POXTA,multidrug,ambiguous (phage/chromosome)
SRR6744906_5,SRR6744906,MEFA,MLS,unclassified
SRR6744906_6,SRR6744906,MEL,multidrug,unclassified
SRR6744906_7,SRR6744906,ERMF,MLS,ambiguous (phage/chromosome)
SRR6744906_8,SRR6744906,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744906_9,SRR6744906,ERMB,MLS,plasmid
SRR6744906_10,SRR6744906,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744906_11,SRR6744906,TET(59),tetracycline,plasmid
SRR6744906_12,SRR6744906,TET32,tetracycline,plasmid
SRR6744906_13,SRR6744906,TETQ,tetracycline,phage
SRR6744906_14,SRR6744906,VANU,glycopeptide,unclassified
SRR6744906_15,SRR6744906,RPOB2,multidrug,chromosome
SRR6744906_16,SRR6744906,TETW,tetracycline,unclassified
SRR6744906_17,SRR6744906,VANXD,glycopeptide,unclassified
SRR6744906_18,SRR6744906,TET32,tetracycline,unclassified
SRR6744906_19,SRR6744906,VANU,glycopeptide,phage
SRR6744906_20,SRR6744906,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,phage
SRR6744906_21,SRR6744906,VGA(E) STAPHYLOCOCCUS COHNII,multidrug,phage
SRR6744906_22,SRR6744906,BJP-1,beta-lactam,unclassified
SRR6744906_23,SRR6744906,EFRB,multidrug,chromosome
SRR6744906_24,SRR6744906,TET(C),tetracycline,unclassified
SRR6744906_25,SRR6744906,TETQ,tetracycline,unclassified
SRR6744906_26,SRR6744906,APH(7'')-IA,aminoglycoside,unclassified
SRR6744906_27,SRR6744906,MSRE,multidrug,chromosome
SRR6744906_28,SRR6744906,RPOB2,multidrug,chromosome
SRR6744906_29,SRR6744906,UGD,peptide,chromosome
SRR6744906_30,SRR6744906,TETQ,tetracycline,chromosome
SRR6744906_31,SRR6744906,TETM,tetracycline,plasmid
SRR6744907_1,SRR6744907,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744907_2,SRR6744907,RPOB2,multidrug,chromosome
SRR6744907_3,SRR6744907,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744908_1,SRR6744908,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744908_2,SRR6744908,ERMB,MLS,plasmid
SRR6744910_1,SRR6744910,LSAC,multidrug,phage
SRR6744910_2,SRR6744910,IMP-9,beta-lactam,chromosome
SRR6744910_3,SRR6744910,SMER,multidrug,unclassified
SRR6744910_4,SRR6744910,TETQ,tetracycline,phage
SRR6744910_5,SRR6744910,TETM,tetracycline,ambiguous (plasmid/phage)
SRR6744910_6,SRR6744910,CFXA3,beta-lactam,plasmid
SRR6744910_7,SRR6744910,CFXA3,beta-lactam,plasmid
SRR6744910_8,SRR6744910,MEXE,multidrug,unclassified
SRR6744910_9,SRR6744910,OXA-119,beta-lactam,chromosome
SRR6744910_10,SRR6744910,ERMW,MLS,phage
SRR6744910_11,SRR6744910,LRA-7,beta-lactam,chromosome
SRR6744910_12,SRR6744910,TET32,tetracycline,plasmid
SRR6744910_13,SRR6744910,CHRB,MLS,unclassified
SRR6744910_14,SRR6744910,OMPR,beta-lactam,unclassified
SRR6744910_15,SRR6744910,TET32,tetracycline,unclassified
SRR6744910_16,SRR6744910,MUXA,multidrug,phage
SRR6744910_17,SRR6744910,TET(C),tetracycline,phage
SRR6744910_18,SRR6744910,STREPTOMYCES RISHIRIENSIS PARY MUTANT CONFERRING RESISTANCE TO AMINOCOUMARIN,aminocoumarin,unclassified
SRR6744910_19,SRR6744910,SHV-63,beta-lactam,unclassified
SRR6744910_20,SRR6744910,TETQ,tetracycline,unclassified
SRR6744910_21,SRR6744910,GOB-7,beta-lactam,unclassified
SRR6744910_22,SRR6744910,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744910_23,SRR6744910,VANU,glycopeptide,unclassified
SRR6744910_24,SRR6744910,RPOB2,multidrug,unclassified
SRR6744910_25,SRR6744910,STAPHYLOCOCCUS MUPB CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,unclassified
SRR6744911_1,SRR6744911,POXTA,multidrug,unclassified
SRR6744911_2,SRR6744911,TET(53),tetracycline,unclassified
SRR6744913_1,SRR6744913,TETQ,tetracycline,phage
SRR6744913_2,SRR6744913,MEPA,multidrug,unclassified
SRR6744913_3,SRR6744913,STAPHYLOCOCCUS AUREUS NORA,fluoroquinolone,unclassified
SRR6744913_4,SRR6744913,HMB-1,beta-lactam,chromosome
SRR6744919_1,SRR6744919,TET(W/N/W),tetracycline,unclassified
SRR6744919_2,SRR6744919,VANU,glycopeptide,plasmid
SRR6744919_3,SRR6744919,TET(W/N/W),tetracycline,plasmid
SRR6744919_4,SRR6744919,TETM,tetracycline,plasmid
SRR6744919_5,SRR6744919,VANU,glycopeptide,phage
SRR6744919_6,SRR6744919,TEM-192,beta-lactam,unclassified
SRR6744919_7,SRR6744919,MSRE,multidrug,unclassified
SRR6744922_1,SRR6744922,TEM-116,beta-lactam,unclassified
SRR6744922_2,SRR6744922,TETR,tetracycline,unclassified
SRR6744923_1,SRR6744923,VANU,glycopeptide,unclassified
SRR6744923_2,SRR6744923,TETM,tetracycline,unclassified
SRR6744923_3,SRR6744923,BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,chromosome
SRR6744923_4,SRR6744923,ERMF,MLS,unclassified
SRR6744923_5,SRR6744923,UGD,peptide,ambiguous (phage/chromosome)
SRR6744923_6,SRR6744923,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744923_7,SRR6744923,VIM-7,beta-lactam,ambiguous (plasmid/phage)
SRR6744923_8,SRR6744923,NORB,fluoroquinolone,chromosome
SRR6744923_9,SRR6744923,TET(W/N/W),tetracycline,unclassified
SRR6744923_10,SRR6744923,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744923_11,SRR6744923,TETQ,tetracycline,phage
SRR6744923_12,SRR6744923,CFXA3,beta-lactam,plasmid
SRR6744923_13,SRR6744923,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744923_14,SRR6744923,MSRE,multidrug,unclassified
SRR6744923_15,SRR6744923,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744923_16,SRR6744923,TET32,tetracycline,unclassified
SRR6744923_17,SRR6744923,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744923_18,SRR6744923,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744923_19,SRR6744923,ERMA,MLS,chromosome
SRR6744923_20,SRR6744923,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744923_21,SRR6744923,ERMF,MLS,unclassified
SRR6744923_22,SRR6744923,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744923_23,SRR6744923,RPOB2,multidrug,chromosome
SRR6744923_24,SRR6744923,RPOB2,multidrug,chromosome
SRR6744929_1,SRR6744929,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744929_2,SRR6744929,RPOB2,multidrug,chromosome
SRR6744929_3,SRR6744929,TETQ,tetracycline,chromosome
SRR6744929_4,SRR6744929,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744929_5,SRR6744929,VANU,glycopeptide,plasmid
SRR6744929_6,SRR6744929,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744929_7,SRR6744929,NORB,fluoroquinolone,chromosome
SRR6744929_8,SRR6744929,TET32,tetracycline,chromosome
SRR6744929_9,SRR6744929,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744929_10,SRR6744929,TETQ,tetracycline,phage
SRR6744929_11,SRR6744929,VANU,glycopeptide,unclassified
SRR6744929_12,SRR6744929,ABEM,multidrug,phage
SRR6744929_13,SRR6744929,MCR-1.4,peptide,phage
SRR6744929_14,SRR6744929,CFRA,multidrug,unclassified
SRR6744929_15,SRR6744929,TET(Z),tetracycline,unclassified
SRR6744929_16,SRR6744929,CPHA3,beta-lactam,ambiguous (phage/chromosome)
SRR6744929_17,SRR6744929,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744929_18,SRR6744929,UGD,peptide,chromosome
SRR6744929_19,SRR6744929,ERMF,MLS,unclassified
SRR6744929_20,SRR6744929,TETW,tetracycline,unclassified
SRR6744929_21,SRR6744929,TET(52),tetracycline,unclassified
SRR6744929_22,SRR6744929,MSRE,multidrug,unclassified
SRR6744929_23,SRR6744929,MEL,multidrug,chromosome
SRR6744929_24,SRR6744929,MEFA,MLS,chromosome
SRR6744929_25,SRR6744929,APH(7'')-IA,aminoglycoside,chromosome
SRR6744929_26,SRR6744929,RPOB2,multidrug,chromosome
SRR6744929_27,SRR6744929,ACRD,aminoglycoside,chromosome
SRR6744929_28,SRR6744929,CFXA2,beta-lactam,unclassified
SRR6744932_1,SRR6744932,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744932_2,SRR6744932,LSAC,multidrug,ambiguous (plasmid/phage)
SRR6744933_1,SRR6744933,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744933_2,SRR6744933,EVGS,multidrug,ambiguous (phage/chromosome)
SRR6744933_3,SRR6744933,TET32,tetracycline,unclassified
SRR6744933_4,SRR6744933,TETM,tetracycline,plasmid
SRR6744933_5,SRR6744933,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744933_6,SRR6744933,ESCHERICHIA COLI EF-TU MUTANTS CONFERRING RESISTANCE TO PULVOMYCIN,elfamycin,unclassified
SRR6744933_7,SRR6744933,ADEN,multidrug,chromosome
SRR6744933_8,SRR6744933,RPOB2,multidrug,chromosome
SRR6744933_9,SRR6744933,MEL,multidrug,chromosome
SRR6744933_10,SRR6744933,MEFA,MLS,chromosome
SRR6744933_11,SRR6744933,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744933_12,SRR6744933,TETO,tetracycline,chromosome
SRR6744933_13,SRR6744933,SMEB,multidrug,unclassified
SRR6744933_14,SRR6744933,ERMO-SRMA,MLS,unclassified
SRR6744933_15,SRR6744933,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744933_16,SRR6744933,TET(W/N/W),tetracycline,unclassified
SRR6744933_17,SRR6744933,CFXA2,beta-lactam,unclassified
SRR6744933_18,SRR6744933,RPOB2,multidrug,chromosome
SRR6744933_19,SRR6744933,TET(W/N/W),tetracycline,chromosome
SRR6744933_20,SRR6744933,VANU,glycopeptide,chromosome
SRR6744933_21,SRR6744933,TET(W/N/W),tetracycline,chromosome
SRR6744933_22,SRR6744933,MSRE,multidrug,chromosome
SRR6744933_23,SRR6744933,ERMF,MLS,ambiguous (phage/chromosome)
SRR6744933_24,SRR6744933,TETQ,tetracycline,ambiguous (phage/chromosome)
SRR6744933_25,SRR6744933,ERMC,MLS,plasmid
SRR6744933_26,SRR6744933,UGD,peptide,unclassified
SRR6744934_1,SRR6744934,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744934_2,SRR6744934,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744934_3,SRR6744934,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744934_4,SRR6744934,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744934_5,SRR6744934,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744934_6,SRR6744934,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744934_7,SRR6744934,TETQ,tetracycline,phage
SRR6744937_1,SRR6744937,MACA,MLS,unclassified
SRR6744937_2,SRR6744937,TET(W/N/W),tetracycline,unclassified
SRR6744938_1,SRR6744938,CFXA3,beta-lactam,ambiguous (plasmid/phage)
SRR6744938_2,SRR6744938,MEFA,MLS,unclassified
SRR6744938_3,SRR6744938,MEL,multidrug,unclassified
SRR6744938_4,SRR6744938,TETM,tetracycline,plasmid
SRR6744938_5,SRR6744938,LSAC,multidrug,plasmid
SRR6744938_6,SRR6744938,SHV-137,beta-lactam,chromosome
SRR6744938_7,SRR6744938,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744938_8,SRR6744938,ERMF,MLS,unclassified
SRR6744938_9,SRR6744938,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744938_10,SRR6744938,RPOB2,multidrug,chromosome
SRR6744938_11,SRR6744938,OPRA,multidrug,chromosome
SRR6744938_12,SRR6744938,TETQ,tetracycline,chromosome
SRR6744938_13,SRR6744938,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,unclassified
SRR6744938_14,SRR6744938,MEXB,multidrug,ambiguous (plasmid/phage)
SRR6744939_1,SRR6744939,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,unclassified
SRR6744939_2,SRR6744939,TEM-162,beta-lactam,plasmid
SRR6744939_3,SRR6744939,TETR,tetracycline,plasmid
SRR6744939_4,SRR6744939,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
